"","date","tests.roll","reported.roll","est.active","est.active.low","est.active.high","cases.raw","test.raw","positivity.roll","positivity.raw","active"
"120",2022-04-13,953.642857142857,215.142857142857,5779.03945147231,8669.96193662584,3387.16763391946,246,732,0.253825688507324,0.336065573770492,1430.35714285714
"121",2022-04-14,911.428571428571,209.857142857143,5598.74642160179,8377.83603396256,3306.32312777967,225,943,0.256946042639595,0.238600212089077,1402.21428571429
"122",2022-04-15,913.214285714286,194.642857142857,5357.48969305629,8005.16129019512,3178.71749627317,176,1005,0.24110215711097,0.175124378109453,1367.71428571429
"123",2022-04-16,904.571428571429,200.761904761905,5030.76589363411,7505.07100443373,3005.64541600952,137,1027,0.247436642837243,0.133398247322298,1331.21428571429
"124",2022-04-17,862.142857142857,204.880952380952,4915.36130999911,7365.27457420385,2922.11814157086,109,554,0.258296318221,0.196750902527076,1281.02380952381
"125",2022-04-18,804,206.642857142857,4836.83536957308,7266.4502896204,2862.64158507565,76,334,0.271355565579941,0.227544910179641,1224.21428571429
"126",2022-04-19,782.928571428571,198.428571428571,4760.30936234301,7169.52279145089,2805.25527000312,189,283,0.281490777428139,0.667844522968198,1163.14285714286
"127",2022-04-20,767,187,4362.57052725112,6494.06979387192,2628.53572673993,179,531,0.273454898118151,0.337099811676083,1095.64285714286
"128",2022-04-21,770.071428571429,175.357142857143,NA,NA,NA,120,1157,0.262717541754143,0.10371650821089,NA
"129",2022-04-22,747.285714285714,158.142857142857,NA,NA,NA,152,577,0.250204361113603,0.263431542461005,NA
"130",2022-04-23,693.5,150.571428571429,NA,NA,NA,137,644,0.252974986341068,0.212732919254658,NA
"131",2022-04-24,674.5,148.071428571429,NA,NA,NA,43.5,458,0.252014468596369,0.0949781659388646,NA
"132",2022-04-25,655.5,145.571428571429,NA,NA,NA,43.5,458,0.251053950851671,0.0949781659388646,NA
"133",2022-04-26,656.214285714286,130.928571428571,NA,NA,NA,0,484,0.220161847174757,0,NA
